method_id,strategy,metric,n_accepted,n_rejected,accepted_mean,rejected_mean,rejected_minus_accepted
oa_hb_tpm_no_phase_alignment,clustered,mean_hidden_hd95_px,296,2154,9.452828376915843,9.928841904381585,0.4760135274657422
oa_hb_tpm_no_phase_alignment,clustered,area_curve_relative_rmse,296,2154,0.38961286862355826,0.6334045108281167,0.2437916422045584
oa_hb_tpm_no_phase_alignment,random,mean_hidden_dice,819,1631,0.7521925972914608,0.7452605495084105,-0.0069320477830503435
oa_hb_tpm_no_phase_alignment,random,mean_hidden_hd95_px,819,1631,9.67425949360891,9.972988156198587,0.2987286625896779
oa_hb_tpm_no_phase_alignment,random,area_curve_relative_rmse,819,1631,0.5655953297569055,0.6186964226195143,0.05310109286260878
oa_hb_tpm_no_phase_alignment,uniform,mean_hidden_dice,461,29,0.7480455781560599,0.731167342415236,-0.01687823574082392
oa_hb_tpm_no_phase_alignment,uniform,mean_hidden_hd95_px,461,29,9.754943960575218,11.248742617278015,1.493798656702797
oa_hb_tpm_no_phase_alignment,uniform,area_curve_relative_rmse,461,29,0.6076238012130393,0.4250632266840076,-0.18256057452903168
source_mean,clustered,mean_hidden_dice,1181,1269,0.7495856392618561,0.7530556948067325,0.003470055544876449
source_mean,clustered,mean_hidden_hd95_px,1181,1269,9.844025783122282,9.699391957084229,-0.14463382603805286
source_mean,clustered,area_curve_relative_rmse,1181,1269,0.5437764673888565,0.6344662060728877,0.09068973868403118
source_mean,random,mean_hidden_dice,1402,1048,0.7495877033608909,0.7480861706331102,-0.0015015327277806412
source_mean,random,mean_hidden_hd95_px,1402,1048,9.73399766266514,9.811713689215301,0.07771602655016174
source_mean,random,area_curve_relative_rmse,1402,1048,0.5749592213665382,0.6118747916287894,0.03691557026225123
source_mean,uniform,mean_hidden_dice,443,47,0.7520652546916584,0.7103630454163232,-0.04170220927533519
source_mean,uniform,mean_hidden_hd95_px,443,47,9.520071942964249,12.025333562469367,2.5052616195051183
source_mean,uniform,area_curve_relative_rmse,443,47,0.571408118208475,0.7730575493108255,0.20164943110235045
target_only,clustered,mean_hidden_dice,742,1708,0.7535238336637958,0.7467208896284079,-0.006802944035387948
target_only,clustered,mean_hidden_hd95_px,742,1708,9.671242228160834,9.997888454164986,0.3266462260041525
target_only,clustered,area_curve_relative_rmse,742,1708,0.5213082085475915,0.6445002196153438,0.12319201106775224
target_only,random,mean_hidden_dice,1176,1274,0.7482708820884778,0.7444107498523629,-0.0038601322361149215
target_only,random,mean_hidden_hd95_px,1176,1274,9.763451733663748,10.063670310398098,0.30021857673435015
target_only,random,area_curve_relative_rmse,1176,1274,0.5499818010990712,0.6604331475346137,0.11045134643554244
target_only,uniform,mean_hidden_dice,444,46,0.7448573357528662,0.7527720529074226,0.007914717154556383
target_only,uniform,mean_hidden_hd95_px,444,46,9.902705071345109,9.949613873666792,0.04690880232168304
target_only,uniform,area_curve_relative_rmse,444,46,0.6154922791007499,0.5155454176403169,-0.09994686146043297
